,Quantidade em Estoque,Data da Venda
Indisponivel,82,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,29,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,43,Indisponivel
Indisponivel,26,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,64,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,34,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,29,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,43,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,41,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,31,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,64,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,46,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,78,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,78,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,68,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,26,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,11,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,21,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,11,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,69,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,66,Indisponivel
Indisponivel,1,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,38,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,51,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,34,Indisponivel
Indisponivel,29,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,51,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,55,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,98,Indisponivel
Indisponivel,55,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,64,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,23,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,23,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,23,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,69,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,78,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,87,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,64,Indisponivel
Indisponivel,1,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,51,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,55,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,69,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,100,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,59,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,46,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,98,Indisponivel
Indisponivel,66,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,100,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,17,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,41,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,31,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,38,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,41,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,66,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,41,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,26,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,71,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,29,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,46,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,100,Indisponivel
Indisponivel,87,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,100,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,78,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,95,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,68,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,98,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,29,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,43,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,21,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,78,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,26,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,11,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,38,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,23,Indisponivel
Indisponivel,31,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,31,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,31,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,81,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,12,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,23,Indisponivel
Indisponivel,98,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,19,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,88,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,93,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,34,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,1,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,41,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,59,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,16,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,15,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,21,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,38,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,94,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,92,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,12,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,21,Indisponivel
Indisponivel,1,Indisponivel
Indisponivel,95,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,22,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,96,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,34,Indisponivel
Indisponivel,35,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,21,Indisponivel
Indisponivel,34,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,43,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,10,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,46,Indisponivel
Indisponivel,68,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,13,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,74,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,33,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,98,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,64,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,15,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,6,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,100,Indisponivel
Indisponivel,52,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,79,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,61,Indisponivel
Indisponivel,11,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,28,Indisponivel
Indisponivel,59,Indisponivel
Indisponivel,70,Indisponivel
Indisponivel,83,Indisponivel
Indisponivel,48,Indisponivel
Indisponivel,46,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,30,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,87,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,68,Indisponivel
Indisponivel,86,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,45,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,24,Indisponivel
Indisponivel,44,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,15,Indisponivel
Indisponivel,8,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,97,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,37,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,58,Indisponivel
Indisponivel,39,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,26,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,25,Indisponivel
Indisponivel,55,Indisponivel
Indisponivel,68,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,1,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,3,Indisponivel
Indisponivel,60,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,50,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,58,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,76,Indisponivel
Indisponivel,99,Indisponivel
Indisponivel,27,Indisponivel
Indisponivel,82,Indisponivel
Indisponivel,11,Indisponivel
Indisponivel,90,Indisponivel
Indisponivel,63,Indisponivel
Indisponivel,40,Indisponivel
Indisponivel,85,Indisponivel
Indisponivel,66,Indisponivel
Indisponivel,20,Indisponivel
Indisponivel,9,Indisponivel
Indisponivel,72,Indisponivel
Indisponivel,67,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,75,Indisponivel
Indisponivel,87,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,42,Indisponivel
Indisponivel,89,Indisponivel
Indisponivel,4,Indisponivel
Indisponivel,77,Indisponivel
Indisponivel,62,Indisponivel
Indisponivel,80,Indisponivel
Indisponivel,49,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,56,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,53,Indisponivel
Indisponivel,47,Indisponivel
Indisponivel,57,Indisponivel
Indisponivel,12,Indisponivel
Indisponivel,2,Indisponivel
Indisponivel,36,Indisponivel
Indisponivel,18,Indisponivel
Indisponivel,54,Indisponivel
Indisponivel,32,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,73,Indisponivel
Indisponivel,14,Indisponivel
Indisponivel,91,Indisponivel
Indisponivel,84,Indisponivel
Indisponivel,65,Indisponivel
Indisponivel,5,Indisponivel
Indisponivel,43,Indisponivel
Indisponivel,7,Indisponivel
Indisponivel,55,Indisponivel
Indisponivel,48,Indisponivel
